sample,GDP,Hours_worked,Real_wage_growth,GDP_Deflator_Inflation,Core_PCE_Inflation,short_term_interest,Consumption_growth,Investment_growth,Spread,expected_inflation,long_term_interest,tfp,GDI,error
10,0.6917845136560042,0.6462945298908199,0.9208507063042959,0.27964507329768984,0.25215688852130924,0.3016611752978951,0.611992896139632,1.4106663301880114,0.13422952006472386,0.06708898673913095,0.28380645201275784,0.9187206202135197,0.7495378805993742,0.6370357243435065
20,0.685522161974735,0.677109289570055,0.9281723924286764,0.2635112092628914,0.24019287076917886,0.2877610538461082,0.6041169953179247,1.2833353344169398,0.11915047828606602,0.06485787518320718,0.2781968753572334,0.9205997969841907,0.756904540258681,0.6151395725203368
30,0.7105528748435678,0.6297986540547841,0.9400489470098359,0.27187131745399595,0.25154926975110403,0.29712427970208233,0.6220179151196409,1.2980945606111731,0.12064530255514029,0.07000876847349878,0.2834320794765783,0.918697790582724,0.7433007748083676,0.629298126492097
40,0.6895681814828645,0.6391283804409394,0.9217031084243507,0.2555912164516609,0.23869576768204653,0.28078786146803764,0.6179819586188857,1.287052840699943,0.11243111426690046,0.06841842005243039,0.2758164805997821,0.9192291076134064,0.7673327922147775,0.611854886584638
50,0.6857938138404428,0.6224926384172162,0.9319948787194049,0.25607869150172496,0.25467227999349407,0.2705680500955102,0.6178992048620102,1.288854058609353,0.11470028276112862,0.06331703562927843,0.2868855475037194,0.9225049243797925,0.7706232926250913,0.6142567173611095
60,0.6921587462088946,0.6338989241564725,0.9174501958526443,0.26477141894535833,0.26102046548213087,0.2681727878799361,0.6214801466338565,1.2925866148316802,0.10880786193118375,0.06167897853284647,0.2799874316975475,0.9212113734221409,0.7586057964005082,0.6106724556902847
70,0.6841940234518848,0.6148664827459918,0.9215297696740137,0.2622850571803959,0.24653516308313078,0.27418995534176666,0.6137403844705258,1.2909246217355907,0.11246929410625904,0.06302664155962777,0.28098175360065175,0.9222608402038973,0.7657727730616654,0.609870389299169
80,0.7013894024804331,0.6293105051255693,0.920149544712179,0.26376986694480553,0.2341153579843213,0.27130105857816117,0.6194818861185188,1.3156036054039926,0.10884227982689353,0.06292411204538384,0.27687670685909693,0.9226764505067944,0.769113931982117,0.6061965714245747
