date,GDP,Hours_worked,Real_wage_growth,GDP_Deflator_Inflation,Core_PCE_Inflation,short_term_interest,Consumption_growth,Investment_growth,Spread,expected_inflation,long_term_interest,tfp,GDI
2001-09-30,-0.3281994240912134,-153.64263421084942,-0.29780954589622155,0.3924103299183024,0.25689097577688,0.875,-0.3131341241337182,-1.194592422154983,0.7424999999999999,1.6812922833333332,1.245,-1.2015384166651781,-0.44419772641157707
2001-12-31,0.26769508322987967,-154.61909040788316,0.6093312834137665,0.3133581405784902,0.4818531251323144,0.5325,1.0081189670774648,-2.891646770211409,0.7875000000000001,1.7310270666666665,1.1925,-0.49650388685646396,-0.8272759318601608
2002-03-31,0.892417467531903,-154.96305032771627,0.12305343295012372,0.3137121362843054,0.30696415976834146,0.4325,-0.14673330502459336,-1.534345037049789,0.72,1.6859057166666669,1.27,1.6885643343661902,1.2558482908767488
2002-06-30,0.7105242481030505,-154.729372842845,0.5495647482068766,0.3485993045607927,0.5478472222154807,0.4375,0.6458065230137144,-0.6107536291676041,0.73,1.663073625,1.275,-0.10176388545236009,1.0410298570223464
2002-09-30,0.5779271172235312,-154.7073372941709,0.04314416317734715,0.4783398436898345,0.5320155020070771,0.435,0.4282623842346567,-1.01128068032601,0.8425,1.7504201833333335,1.065,1.3242672556158165e-05,0.4614200028818516
2002-12-31,0.39278268827578344,-155.42546268133924,-0.3768103380018428,0.5786267536255885,0.35524471629679866,0.36,0.13288092009000607,-0.7955468786734698,0.8975,1.7964259583333333,1.0025,-0.2854627603487622,0.9988697904084631
2003-03-31,0.2996555234422438,-155.85786654092226,0.11979347251554473,0.48770991460989066,0.30805242074478656,0.3125,0.04961921193915586,0.0789506307807386,0.8,1.8033533166666667,0.98,-0.05714511009545621,-0.2815982892093505
2003-06-30,0.9313951288684397,-156.3025853414326,1.3877720731680392,0.35119592728545257,0.37833235153010847,0.3125,0.586924921580323,1.6336072575073857,0.7124999999999999,1.8313818166666667,0.905,0.9613468615248282,0.8584838532270211
2003-09-30,1.8854052790409082,-156.71815316092633,0.9232351799036962,0.5705055792452285,0.45667392986645794,0.255,1.154506995882354,2.3268841272399143,0.6449999999999998,1.8019895,1.0575,1.359743098810652,1.3080275897042526
2003-12-31,1.4177533415009602,-156.23622097127966,0.7889048395227014,0.6072056277051985,0.4470381743913343,0.25,0.22598936444433448,1.518358096518746,0.5925,1.79338045,1.0725,0.1583920230589055,1.1064664291072557
