,Unnamed: 0,GDP,Hours_worked,Real_wage_growth,GDP_Deflator_Inflation,Core_PCE_Inflation,short_term_interest,Consumption_growth,Investment_growth,Spread,expected_inflation,long_term_interest,tfp,GDI,GDP_lambda,Hours_worked_lambda,Real_wage_growth_lambda,GDP_Deflator_Inflation_lambda,Core_PCE_Inflation_lambda,short_term_interest_lambda,Consumption_growth_lambda,Investment_growth_lambda,Spread_lambda,expected_inflation_lambda,long_term_interest_lambda,tfp_lambda,GDI_lambda,error
0,0,0.7050350862259686,0.7401243934615275,0.8787729158684608,0.3099450930717534,0.2121580050611085,0.2222276580773186,0.7680263126226371,1.8641275944355893,0.0687843073440867,0.0737588482187587,0.2891718286249566,1.135927529440916,1.0490774380230996,1.0,1.0,0.2370858069841831,0.3068748557791009,-1.0,-0.6463611587756701,1.0,-0.5985105710349957,0.1143539391255442,-1.0,1.0,-0.7077746480319853,0.1509339146842259,0.5792933645428175
1,1,0.7114185247920533,0.6596311186631582,0.8968156786849204,0.4182971844916492,0.2426689580256474,0.2043041054926137,0.7628515645711372,1.6243786574831909,0.0824888432200988,0.0805070844094346,0.3436989427352588,1.040931501101599,1.098425403810687,0.051560267502114,-1.0,0.3884474162108691,0.7364535456398977,-0.1970954845283257,1.0,-1.0,0.9363190157985704,-0.9336243095435776,-0.4039460856278161,1.0,0.980389048130892,-0.1115348728764902,0.6024701088820752
2,2,0.7147386003266116,0.9619022676508364,0.9341486327509264,0.3653696824164001,0.2316625710537262,0.2486696650108518,0.76713212743273,1.7498415237085077,0.0798030480987435,0.0969762053353987,0.3530898586844775,0.99686701001173,0.8270973679890836,1.0,1.0,-0.9887926185292636,0.0210898654302784,0.3685083270913539,1.0,-0.8894441333754137,0.6053153062142755,0.9156335888075624,-0.9872005908576804,1.0,1.0,-0.2848411502013362,0.5948146211949628
3,3,0.7465972488664467,0.9462119792842733,0.8679311745327456,0.3553693206427976,0.2253576364738566,0.1934690203467361,0.8009275440959037,2.220066243619943,0.0734781350816501,0.1309867001139703,0.1555809140227461,1.0392849079315014,1.0372819456362254,0.318264273853352,1.0,-0.5298179045446539,-0.475734759411953,-0.1955638238343581,1.0,-1.0,-0.1769193590430003,1.0,1.0,-1.0,1.0,0.8894740517733598,0.6098373626138973
4,4,0.7094217442588499,0.9662342974652424,0.8725193426729738,0.2453330038530765,0.3099691753748805,0.1866036415420952,0.7683140246954658,1.816010542634191,0.1096525546957118,0.0699799398922522,0.2076700688783593,0.9466802686217176,1.016896456386858,0.9130493829598514,1.0,-1.0,1.0,1.0,-0.969433497978683,-1.0,-0.1667977305998196,1.0,1.0,0.9966258332476668,1.0,0.29684643035509,0.5818092367745383
5,5,0.7132409301811053,0.9007240267213512,0.8507393811260053,0.3552200986345923,0.2330491428326905,0.1979301317989058,0.7351162431677813,2.154728507100395,0.0814709764598174,0.0477669083759405,0.2949706227656711,0.964716771769181,1.0156677195313737,0.2426009457536065,0.979847152841348,0.0830901358720803,0.6834096158816079,-0.6826092541807168,1.0,-0.9095094048055152,-0.3341541058729234,1.0,1.0,-1.0,1.0,-1.0,0.5852448718345961
6,6,0.7138158586450056,1.0060864594798185,0.8774523658970612,0.2379024694640854,0.2344519462141625,0.2364720995802854,0.7661038028729021,2.066427610938613,0.0743618656197171,0.0483214509083151,0.2692238513106694,0.9549250724719638,1.0222547709780632,0.983804430351086,1.0,0.1900730541521778,0.9670271536450936,0.8412252975894209,1.0,-0.298397380499214,-0.3178362983084994,1.0,1.0,-1.0,-1.0,-0.7645228585309649,0.5656079970248944
7,7,0.716897956678957,0.8093197427249386,0.9735083709033584,0.2310591184358564,0.2392145364496953,0.2400108434719194,0.7659998879587354,2.049912239037755,0.0775532608104691,0.0645084468522022,0.1494583121090354,0.9655256361808404,0.9800963586931186,-0.1844396458443122,0.9640616234095766,-1.0,1.0,1.0,1.0,-0.1760018084444886,-0.1110366055924766,1.0,1.0,-1.0,-0.9998105709303116,-0.1261482062601973,0.5619643785626777
